,ticker,company,cusip,current shares,current weight(%)
0,TDOC,TELADOC HEALTH INC,87918A105,4007589.0,6.82
1,PACB,PACIFIC BIOSCIENCES OF CALIF,69404D108,14447240.0,5.14
2,FATE,FATE THERAPEUTICS INC,31189P102,4490084.0,4.72
3,EXAS,EXACT SCIENCES CORP,30063P105,4051054.0,4.54
4,REGN,REGENERON PHARMACEUTICALS,75886F107,581808.0,4.15
5,VRTX,VERTEX PHARMACEUTICALS INC,92532F100,1816727.0,4.14
6,IONS,IONIS PHARMACEUTICALS INC,462222100,9043075.0,4.07
7,CDNA,CAREDX INC,14167L103,3698027.0,3.31
8,VEEV,VEEVA SYSTEMS INC-CLASS A,922475108,816569.0,3.03
9,ACCD,ACCOLADE INC,00437E102,5557161.0,2.94
10,TWST,TWIST BIOSCIENCE CORP,90184D100,2393828.0,2.85
11,CRSP,CRISPR THERAPEUTICS AG,H17182108,1804919.0,2.83
12,TAK UN,TAKEDA PHARMACEUTIC-SP ADR,874060205,14527351.0,2.75
13,NTLA,INTELLIA THERAPEUTICS INC,45826J105,1504098.0,2.72
14,INCY,INCYTE CORP,45337C102,3052067.0,2.6
15,NVS,NOVARTIS AG-SPONSORED ADR,66987V109,2025718.0,2.17
16,BEAM,BEAM THERAPEUTICS INC,07373V105,1780344.0,2.15
17,PATH,UIPATH INC - CLASS A,90364P105,2556272.0,1.92
18,SGFY,SIGNIFY HEALTH INC -CLASS A,82671G100,6544271.0,1.92
19,CDXS,CODEXIS INC,192005106,6429966.0,1.91
20,ADPT,ADAPTIVE BIOTECHNOLOGIES,00650F109,4706989.0,1.88
21,SDGR,SCHRODINGER INC,80810D103,2515517.0,1.87
22,RHHBY,ROCHE HOLDINGS LTD-SPONS ADR,771195104,3181026.0,1.83
23,CSTL,CASTLE BIOSCIENCES INC,14843C105,2247023.0,1.78
24,IOVA,IOVANCE BIOTHERAPEUTICS INC,462260100,6267214.0,1.69
25,BLI,BERKELEY LIGHTS INC,084310101,3196042.0,1.62
26,ARCT UQ,ARCTURUS THERAPEUTICS HOLDIN,03969T109,2707250.0,1.59
27,TXG,10X GENOMICS INC-CLASS A,88025U109,795231.0,1.52
28,NVTA,INVITAE CORP,46185L103,4640923.0,1.44
29,RPTX,REPARE THERAPEUTICS INC,760273102,2827769.0,1.14
30,VERV,VERVE THERAPEUTICS INC,92539P101,1346093.0,1.08
31,PSNL,PERSONALIS INC,71535D106,4636740.0,1.07
32,SRNG,SOARING EAGLE ACQU - CL A,G8354H126,8880264.0,1.03
33,BFLY,BUTTERFLY NETWORK INC,124155102,7638806.0,1.01
34,MASS,908 DEVICES INC,65443P102,2755272.0,1.0
35,VCYT,VERACYTE INC,92337F107,1941608.0,0.99
36,BMY,BRISTOL-MYERS SQUIBB CO,110122108,1229779.0,0.96
37,EDIT,EDITAS MEDICINE INC,28106W103,1316380.0,0.93
38,ONEM,1LIFE HEALTHCARE INC,68269G107,3136651.0,0.9
39,RXRX,RECURSION PHARMACEUTICALS-A,75629V104,2755525.0,0.84
40,SMFR,SEMA4 HOLDINGS CORP,81663L101,5766386.0,0.82
41,QSI,QUANTUM-SI INC,74765K105,7655041.0,0.78
42,CLLS,CELLECTIS - ADR,15117K103,4279672.0,0.7
43,NSTG,NANOSTRING TECHNOLOGIES INC,63009R109,920464.0,0.6
44,CRBU,CARIBOU BIOSCIENCES INC,142038108,1487592.0,0.48
45,SRPT,SAREPTA THERAPEUTICS INC,803607100,485493.0,0.45
46,ZY,ZYMERGEN INC,98985X100,3532838.0,0.42
47,CERS,CERUS CORP,157085101,5609703.0,0.4
48,,CM LIFE SCIENCES II INC,125842203,2750771.0,0.38
49,AQB,AQUABOUNTY TECHNOLOGIES,03842K200,6618888.0,0.37
50,CGEN,COMPUGEN LTD,M25722105,3935839.0,0.3
51,SURF,SURFACE ONCOLOGY INC,86877M209,4388176.0,0.29
52,,DREYFUS GOVT CASH MAN INS,X9USDDGCM,21773202.57,0.25
53,DYNS,DYNAMICS SPECIAL PURPOSE C-A,268010105,2007892.0,0.23
54,SEER,SEER INC,81578P106,641774.0,0.23
55,MCRB,SERES THERAPEUTICS INC,81750R102,1856824.0,0.14
56,EVGN,EVOGENE LTD,M4119S104,3152909.0,0.11
57,PSTG,PURE STORAGE INC - CLASS A,74624M102,396953.0,0.09
58,DRNA,DICERNA PHARMACEUTICALS INC,253031108,316054.0,0.08
59,ONVO ,ORGANOVO HOLDINGS INC,68620A203,259607.0,0.02
60,PSTI,PLURISTEM THERAPEUTICS INC,72940R300,461233.0,0.02
