,ticker,company,cusip,current shares,current weight(%)
0,XONE,EXONE CO/THE,302104104,1116714.0,5.21
1,DDD,3D SYSTEMS CORP,88554D205,860353.0,4.93
2,AM3D,SLM SOLUTIONS GROUP AG,BMHTHK2,930771.0,4.28
3,ADSK,AUTODESK INC,052769106,62916.0,4.16
4,TRMB,TRIMBLE INC,896239100,226812.0,4.13
5,BICO,BICO GROUP AB,BKMFJ94,340919.0,4.05
6,STMN,STRAUMANN HOLDING AG-REG,7156832,10950.0,4.01
7,ALTR,ALTAIR ENGINEERING INC - A,021369103,274961.0,3.99
8,DSY FP,DASSAULT SYSTEMES SE,BM8H5Y5,360134.0,3.98
9,RSW,RENISHAW PLC,0732358,277504.0,3.83
10,HPQ,HP INC,40434L105,671889.0,3.82
11,MSFT,MICROSOFT CORP,594918104,65194.0,3.81
12,ANSS,ANSYS INC,03662Q105,53072.0,3.75
13,CFMS,CONFORMIS INC,20717E101,13381465.0,3.67
14,MTLS,MATERIALISE NV-ADR,57667T100,810284.0,3.38
15,PTC,PTC INC,69370C100,131136.0,3.34
16,NNDM,NANO DIMENSION LTD - ADR,63008G203,2839293.0,3.29
17,DM,DESKTOP METAL INC-A,25058X105,2021953.0,3.25
18,PRLB,PROTO LABS INC,743713109,223061.0,3.1
19,XMTR,XOMETRY INC-A,98423F109,187762.0,2.66
20,SSYS,STRATASYS LTD,M85548101,638537.0,2.56
21,ALGN,ALIGN TECHNOLOGY INC,016255101,9823.0,1.36
22,HEXAB S,HEXAGON AB-B SHS,BNZFHC1,403901.0,1.32
23,ALMDG,MGI DIGITAL GRAPHIC TECHNOLO,B18FJV7,152912.0,1.29
24,AME,AMETEK INC,031100100,46262.0,1.22
25,KALU,KAISER ALUMINUM CORP,483007704,50096.0,1.19
26,ARNC,ARCONIC CORP,03966V107,174070.0,1.18
27,LECO,LINCOLN ELECTRIC HOLDINGS,533900106,43422.0,1.17
28,GE,GENERAL ELECTRIC CO,369604301,57593.0,1.17
29,SIE,SIEMENS AG-REG,5727973,37018.0,1.17
30,ML,MICHELIN (CGDE),4588364,36178.0,1.14
31,OERL,OC OERLIKON CORP AG-REG,4612757,518353.0,1.13
32,XTC,EXCO TECHNOLOGIES LTD,2325392,695075.0,1.1
33,MOG/A,MOOG INC-CLASS A,615394202,72929.0,1.08
34,FARO,FARO TECHNOLOGIES INC,311642102,82063.0,1.06
35,UPS,UNITED PARCEL SERVICE-CL B,911312106,27633.0,1.03
36,AJRD,AEROJET ROCKETDYNE HOLDINGS,007800105,124863.0,1.0
37,,DREYFUS GOVT CASH MAN INS,X9USDDGCM,1613752.01,0.31
38,VOE,VOESTALPINE AG,4943402,13047.0,0.12
39,DSM,KONINKLIJKE DSM NV,B0HZL93,2879.0,0.12
40,3402,TORAY INDUSTRIES INC,6897143,85399.0,0.11
41,EMN,EASTMAN CHEMICAL CO,277432100,4842.0,0.11
42,VNP,5N PLUS INC,B2B3VZ3,247437.0,0.11
43,EVK,EVONIK INDUSTRIES AG,B5ZQ9D3,16040.0,0.11
44,SGL,SGL CARBON SE,4818351,49798.0,0.11
45,AKE,ARKEMA,B0Z5YZ2,4343.0,0.1
46,DD,DUPONT DE NEMOURS INC,26614N102,6902.0,0.1
47,MMM,3M CO,88579Y101,2707.0,0.1
48,KODK,EASTMAN KODAK CO,277461406,73917.0,0.1
49,HEN3,HENKEL AG & CO KGAA VOR-PREF,5076705,5328.0,0.1
50,XRX UN,XEROX HOLDINGS CORP,98421M106,23256.0,0.1
51,HXL,HEXCEL CORP,428291108,9427.0,0.1
52,SAND,SANDVIK AB,B1VQ252,20462.0,0.1
53,PYR,PYROGENESIS CANADA INC,B43JTF9,120815.0,0.09
54,CRS,CARPENTER TECHNOLOGY,144285103,14353.0,0.09
55,ATI,ALLEGHENY TECHNOLOGIES INC,01741R102,26224.0,0.09
56,,GREAT BRITISH POUND,GBP,0.24,0.0
