,ticker,company,cusip,current shares,current weight(%)
0,TDOC,TELADOC HEALTH INC,87918A105,3942034.0,6.79
1,EXAS,EXACT SCIENCES CORP,30063P105,3933643.0,5.23
2,PACB,PACIFIC BIOSCIENCES OF CALIF,69404D108,13932367.0,4.92
3,REGN,REGENERON PHARMACEUTICALS,75886F107,694099.0,4.59
4,VRTX,VERTEX PHARMACEUTICALS INC,92532F100,1837220.0,4.06
5,FATE,FATE THERAPEUTICS INC,31189P102,4168898.0,4.04
6,IONS,IONIS PHARMACEUTICALS INC,462222100,8813907.0,3.72
7,CDNA,CAREDX INC,14167L103,3819222.0,3.64
8,TWST,TWIST BIOSCIENCE CORP,90184D100,2505269.0,3.43
9,VEEV,VEEVA SYSTEMS INC-CLASS A,922475108,825764.0,3.05
10,NVS,NOVARTIS AG-SPONSORED ADR,66987V109,2912571.0,2.99
11,ACCD,ACCOLADE INC,00437E102,5356465.0,2.95
12,TAK UN,TAKEDA PHARMACEUTIC-SP ADR,874060205,15086016.0,2.86
13,INCY,INCYTE CORP,45337C102,3086498.0,2.73
14,RHHBY,ROCHE HOLDINGS LTD-SPONS ADR,771195104,4869467.0,2.55
15,NTLA,INTELLIA THERAPEUTICS INC,45826J105,1523295.0,2.54
16,CRSP,CRISPR THERAPEUTICS AG,H17182108,1797152.0,2.53
17,SDGR,SCHRODINGER INC,80810D103,2543899.0,2.01
18,BEAM,BEAM THERAPEUTICS INC,07373V105,1729938.0,1.85
19,ADPT,ADAPTIVE BIOTECHNOLOGIES,00650F109,4253479.0,1.81
20,TXG,10X GENOMICS INC-CLASS A,88025U109,861652.0,1.8
21,BLI,BERKELEY LIGHTS INC,084310101,3232082.0,1.78
22,CSTL,CASTLE BIOSCIENCES INC,14843C105,2300950.0,1.77
23,PATH,UIPATH INC - CLASS A,90364P105,2406961.0,1.69
24,IOVA,IOVANCE BIOTHERAPEUTICS INC,462260100,6362798.0,1.67
25,CDXS,CODEXIS INC,192005106,6502493.0,1.55
26,SGFY,SIGNIFY HEALTH INC -CLASS A,82671G100,4723787.0,1.52
27,NVTA,INVITAE CORP,46185L103,4686312.0,1.5
28,PSNL,PERSONALIS INC,71535D106,4712081.0,1.17
29,BMY,BRISTOL-MYERS SQUIBB CO,110122108,1505577.0,1.15
30,RXRX,RECURSION PHARMACEUTICALS-A,75629V104,2786594.0,1.13
31,PSTG,PURE STORAGE INC - CLASS A,74624M102,4888302.0,1.09
32,RPTX,REPARE THERAPEUTICS INC,760273102,2674805.0,1.01
33,MASS,908 DEVICES INC,65443P102,2655040.0,1.0
34,ONEM,1LIFE HEALTHCARE INC,68269G107,3172025.0,0.99
35,ARCT UQ,ARCTURUS THERAPEUTICS HOLDIN,03969T109,2751236.0,0.98
36,BFLY,BUTTERFLY NETWORK INC,124155102,7724964.0,0.96
37,VCYT,VERACYTE INC,92337F107,1963504.0,0.85
38,QSI,QUANTUM-SI INC,74765K105,5418821.0,0.73
39,CLLS,CELLECTIS - ADR,15117K103,4492543.0,0.7
40,VERV,VERVE THERAPEUTICS INC,92539P101,1110494.0,0.65
41,NSTG,NANOSTRING TECHNOLOGIES INC,63009R109,930835.0,0.64
42,EDIT,EDITAS MEDICINE INC,28106W103,1266847.0,0.61
43,SEER,SEER INC,81578P106,1522709.0,0.59
44,CMLF,CM LIFE SCIENCES INC-CLASS A,18978W109,4464974.0,0.58
45,ZY,ZYMERGEN INC,98985X100,1069603.0,0.47
46,SRPT,SAREPTA THERAPEUTICS INC,803607100,490967.0,0.38
47,,CM LIFE SCIENCES II INC,125842203,2776742.0,0.38
48,AQB,AQUABOUNTY TECHNOLOGIES,03842K200,6693552.0,0.37
49,SURF,SURFACE ONCOLOGY INC,86877M209,4384950.0,0.32
50,CERS,CERUS CORP,157085101,5700849.0,0.32
51,CGEN,COMPUGEN LTD,M25722105,3999796.0,0.31
52,,DREYFUS GOVT CASH MAN INS,X9USDDGCM,27640018.99,0.31
53,DYNS,DYNAMICS SPECIAL PURPOSE C-A,268010105,2030547.0,0.23
54,MCRB,SERES THERAPEUTICS INC,81750R102,2483917.0,0.22
55,DRNA,DICERNA PHARMACEUTICALS INC,253031108,319619.0,0.14
56,EVGN,EVOGENE LTD,M4119S104,3204145.0,0.11
57,PSTI,PLURISTEM THERAPEUTICS INC,72940R300,610486.0,0.02
58,ONVO ,ORGANOVO HOLDINGS INC,68620A203,262525.0,0.02
59,ABBV,ABBVIE INC,00287Y109,7800.0,0.01
