,ticker,company,cusip,current shares,current weight(%)
0,XONE,EXONE CO/THE,302104104,1116714.0,5.24
1,DDD,3D SYSTEMS CORP,88554D205,860353.0,4.81
2,AM3D,SLM SOLUTIONS GROUP AG,BMHTHK2,930771.0,4.56
3,TRMB,TRIMBLE INC,896239100,226812.0,4.17
4,BICO,BICO GROUP AB,BKMFJ94,340919.0,4.16
5,STMN,STRAUMANN HOLDING AG-REG,7156832,10950.0,4.03
6,DSY FP,DASSAULT SYSTEMES SE,BM8H5Y5,360134.0,4.0
7,CFMS,CONFORMIS INC,20717E101,13381465.0,3.99
8,ALTR,ALTAIR ENGINEERING INC - A,021369103,274961.0,3.93
9,RSW,RENISHAW PLC,0732358,277504.0,3.84
10,HPQ,HP INC,40434L105,671889.0,3.81
11,MSFT,MICROSOFT CORP,594918104,65194.0,3.8
12,ADSK,AUTODESK INC,052769106,62916.0,3.8
13,ANSS,ANSYS INC,03662Q105,53072.0,3.74
14,PTC,PTC INC,69370C100,131136.0,3.33
15,MTLS,MATERIALISE NV-ADR,57667T100,815284.0,3.31
16,NNDM,NANO DIMENSION LTD - ADR,63008G203,2839293.0,3.25
17,DM,DESKTOP METAL INC-A,25058X105,2021953.0,3.21
18,PRLB,PROTO LABS INC,743713109,223061.0,3.05
19,XMTR,XOMETRY INC-A,98423F109,187762.0,2.71
20,SSYS,STRATASYS LTD,M85548101,638537.0,2.52
21,HEXAB S,HEXAGON AB-B SHS,BNZFHC1,403901.0,1.33
22,ALGN,ALIGN TECHNOLOGY INC,016255101,9823.0,1.33
23,ALMDG,MGI DIGITAL GRAPHIC TECHNOLO,B18FJV7,151760.0,1.29
24,AME,AMETEK INC,031100100,46262.0,1.23
25,SIE,SIEMENS AG-REG,5727973,37018.0,1.18
26,LECO,LINCOLN ELECTRIC HOLDINGS,533900106,43422.0,1.17
27,KALU,KAISER ALUMINUM CORP,483007704,50096.0,1.16
28,GE,GENERAL ELECTRIC CO,369604301,57593.0,1.16
29,ARNC,ARCONIC CORP,03966V107,174070.0,1.16
30,ML,MICHELIN (CGDE),4588364,36178.0,1.15
31,OERL,OC OERLIKON CORP AG-REG,4612757,518353.0,1.13
32,XTC,EXCO TECHNOLOGIES LTD,2325392,695075.0,1.1
33,FARO,FARO TECHNOLOGIES INC,311642102,82063.0,1.09
34,MOG/A,MOOG INC-CLASS A,615394202,72929.0,1.08
35,UPS,UNITED PARCEL SERVICE-CL B,911312106,27633.0,1.04
36,AJRD,AEROJET ROCKETDYNE HOLDINGS,007800105,124863.0,1.01
37,,DREYFUS GOVT CASH MAN INS,X9USDDGCM,1399964.6,0.27
38,DSM,KONINKLIJKE DSM NV,B0HZL93,2879.0,0.12
39,3402,TORAY INDUSTRIES INC,6897143,85399.0,0.11
40,EMN,EASTMAN CHEMICAL CO,277432100,4842.0,0.11
41,EVK,EVONIK INDUSTRIES AG,B5ZQ9D3,16040.0,0.11
42,AKE,ARKEMA,B0Z5YZ2,4343.0,0.11
43,SGL,SGL CARBON SE,4818351,49798.0,0.11
44,VOE,VOESTALPINE AG,4943402,13047.0,0.11
45,DD,DUPONT DE NEMOURS INC,26614N102,6902.0,0.1
46,MMM,3M CO,88579Y101,2707.0,0.1
47,KODK,EASTMAN KODAK CO,277461406,73917.0,0.1
48,HEN3,HENKEL AG & CO KGAA VOR-PREF,5076705,5328.0,0.1
49,PYR,PYROGENESIS CANADA INC,B43JTF9,120815.0,0.1
50,VNP,5N PLUS INC,B2B3VZ3,247437.0,0.1
51,HXL,HEXCEL CORP,428291108,9427.0,0.1
52,XRX UN,XEROX HOLDINGS CORP,98421M106,23256.0,0.1
53,SAND,SANDVIK AB,B1VQ252,20462.0,0.1
54,CRS,CARPENTER TECHNOLOGY,144285103,14353.0,0.09
55,ATI,ALLEGHENY TECHNOLOGIES INC,01741R102,26224.0,0.09
56,,GREAT BRITISH POUND,GBP,0.24,0.0
