,ticker,company,cusip,current shares,current weight(%)
0,TDOC,TELADOC HEALTH INC,87918A105,3889658.0,6.72
1,EXAS,EXACT SCIENCES CORP,30063P105,4065497.0,5.03
2,PACB,PACIFIC BIOSCIENCES OF CALIF,69404D108,14022096.0,4.9
3,VRTX,VERTEX PHARMACEUTICALS INC,92532F100,1763267.0,4.27
4,IONS,IONIS PHARMACEUTICALS INC,462222100,8776975.0,4.17
5,FATE,FATE THERAPEUTICS INC,31189P102,4690765.0,4.08
6,REGN,REGENERON PHARMACEUTICALS,75886F107,465282.0,3.78
7,CDNA,CAREDX INC,14167L103,3515171.0,3.31
8,TWST,TWIST BIOSCIENCE CORP,90184D100,2312833.0,3.04
9,ACCD,ACCOLADE INC,00437E102,5393630.0,2.92
10,NTLA,INTELLIA THERAPEUTICS INC,45826J105,1544301.0,2.91
11,TAK UN,TAKEDA PHARMACEUTIC-SP ADR,874060205,13915548.0,2.84
12,VEEV,VEEVA SYSTEMS INC-CLASS A,922475108,701432.0,2.78
13,INCY,INCYTE CORP,45337C102,2962247.0,2.72
14,CRSP,CRISPR THERAPEUTICS AG,H17182108,1807377.0,2.69
15,SGFY,SIGNIFY HEALTH INC -CLASS A,82671G100,7122072.0,2.25
16,BEAM,BEAM THERAPEUTICS INC,07373V105,1793038.0,2.22
17,PATH,UIPATH INC - CLASS A,90364P105,2503100.0,1.95
18,CDXS,CODEXIS INC,192005106,6240742.0,1.93
19,ADPT,ADAPTIVE BIOTECHNOLOGIES,00650F109,4696436.0,1.93
20,CSTL,CASTLE BIOSCIENCES INC,14843C105,2180903.0,1.93
21,NVS,NOVARTIS AG-SPONSORED ADR,66987V109,1709482.0,1.91
22,SDGR,SCHRODINGER INC,80810D103,2601530.0,1.77
23,ARCT UQ,ARCTURUS THERAPEUTICS HOLDIN,03969T109,2615632.0,1.75
24,IOVA,IOVANCE BIOTHERAPEUTICS INC,462260100,6082783.0,1.71
25,NVTA,INVITAE CORP,46185L103,4744645.0,1.61
26,BLI,BERKELEY LIGHTS INC,084310101,3455964.0,1.46
27,TXG,10X GENOMICS INC-CLASS A,88025U109,650184.0,1.27
28,SRNG,SOARING EAGLE ACQU - CL A,G8354H126,9578406.0,1.17
29,SMFR,SEMA4 HOLDINGS CORP,81663L101,10350004.0,1.13
30,RPTX,REPARE THERAPEUTICS INC,760273102,2781395.0,1.12
31,MASS,908 DEVICES INC,65443P102,2744144.0,1.11
32,PSNL,PERSONALIS INC,71535D106,4568388.0,1.07
33,VCYT,VERACYTE INC,92337F107,1957485.0,1.06
34,VERV,VERVE THERAPEUTICS INC,92539P101,1306493.0,1.05
35,BFLY,BUTTERFLY NETWORK INC,124155102,7414015.0,1.05
36,QSI,QUANTUM-SI INC,74765K105,9410109.0,1.02
37,EDIT,EDITAS MEDICINE INC,28106W103,1306374.0,1.02
38,RHHBY,ROCHE HOLDINGS LTD-SPONS ADR,771195104,1602212.0,0.97
39,ONEM,1LIFE HEALTHCARE INC,68269G107,3044362.0,0.88
40,RXRX,RECURSION PHARMACEUTICALS-A,75629V104,2674424.0,0.71
41,CLLS,CELLECTIS - ADR,15117K103,4153732.0,0.68
42,BMY,BRISTOL-MYERS SQUIBB CO,110122108,799790.0,0.65
43,NSTG,NANOSTRING TECHNOLOGIES INC,63009R109,893374.0,0.61
44,ZY,ZYMERGEN INC,98985X100,3898130.0,0.6
45,PFE,PFIZER INC,717081103,927040.0,0.54
46,PLTR,PALANTIR TECHNOLOGIES INC-A,69608A108,1679956.0,0.51
47,CRBU,CARIBOU BIOSCIENCES INC,142038108,1443801.0,0.48
48,CERS,CERUS CORP,157085101,5419890.0,0.4
49,,CM LIFE SCIENCES II INC,125842203,2739583.0,0.35
50,AQB,AQUABOUNTY TECHNOLOGIES,03842K200,6424114.0,0.35
51,SURF,SURFACE ONCOLOGY INC,86877M209,4386454.0,0.32
52,CGEN,COMPUGEN LTD,M25722105,3802656.0,0.3
53,DYNS,DYNAMICS SPECIAL PURPOSE C-A,268010105,2067965.0,0.25
54,,DREYFUS GOVT CASH MAN INS,X9USDDGCM,17057536.0,0.21
55,SRPT,SAREPTA THERAPEUTICS INC,803607100,158471.0,0.15
56,MCRB,SERES THERAPEUTICS INC,81750R102,1793574.0,0.13
57,EVGN,EVOGENE LTD,M4119S104,3046176.0,0.1
58,DRNA,DICERNA PHARMACEUTICALS INC,253031108,306754.0,0.08
59,PSTG,PURE STORAGE INC - CLASS A,74624M102,257587.0,0.07
60,ONVO ,ORGANOVO HOLDINGS INC,68620A203,251974.0,0.02
61,PSTI,PLURISTEM THERAPEUTICS INC,72940R300,159085.0,0.01
62,SEER,SEER INC,81578P106,3888.0,0.0
