,ticker,company,cusip,current shares,current weight(%)
0,TDOC,TELADOC HEALTH INC,87918A105,3897529.0,6.78
1,FATE,FATE THERAPEUTICS INC,31189P102,4366772.0,4.79
2,EXAS,EXACT SCIENCES CORP,30063P105,4073713.0,4.71
3,PACB,PACIFIC BIOSCIENCES OF CALIF,69404D108,14050447.0,4.65
4,VRTX,VERTEX PHARMACEUTICALS INC,92532F100,1766831.0,4.42
5,IONS,IONIS PHARMACEUTICALS INC,462222100,8794715.0,4.27
6,REGN,REGENERON PHARMACEUTICALS,75886F107,466222.0,3.92
7,CDNA,CAREDX INC,14167L103,3596452.0,3.28
8,TAK UN,TAKEDA PHARMACEUTIC-SP ADR,874060205,13943683.0,2.97
9,TWST,TWIST BIOSCIENCE CORP,90184D100,2328084.0,2.91
10,NTLA,INTELLIA THERAPEUTICS INC,45826J105,1547421.0,2.86
11,VEEV,VEEVA SYSTEMS INC-CLASS A,922475108,702842.0,2.86
12,ACCD,ACCOLADE INC,00437E102,5404541.0,2.86
13,INCY,INCYTE CORP,45337C102,2968235.0,2.84
14,CRSP,CRISPR THERAPEUTICS AG,H17182108,1811029.0,2.71
15,SGFY,SIGNIFY HEALTH INC -CLASS A,82671G100,7136468.0,2.28
16,BEAM,BEAM THERAPEUTICS INC,07373V105,1744586.0,2.19
17,NVS,NOVARTIS AG-SPONSORED ADR,66987V109,1712938.0,2.05
18,PATH,UIPATH INC - CLASS A,90364P105,2508160.0,1.94
19,SDGR,SCHRODINGER INC,80810D103,2606790.0,1.8
20,CDXS,CODEXIS INC,192005106,6253365.0,1.77
21,ADPT,ADAPTIVE BIOTECHNOLOGIES,00650F109,4577708.0,1.76
22,CSTL,CASTLE BIOSCIENCES INC,14843C105,2185311.0,1.74
23,IOVA,IOVANCE BIOTHERAPEUTICS INC,462260100,6095079.0,1.59
24,ARCT UQ,ARCTURUS THERAPEUTICS HOLDIN,03969T109,2632882.0,1.55
25,BLI,BERKELEY LIGHTS INC,084310101,3462948.0,1.55
26,RHHBY,ROCHE HOLDINGS LTD-SPONS ADR,771195104,2378073.0,1.55
27,NVTA,INVITAE CORP,46185L103,4754237.0,1.48
28,TXG,10X GENOMICS INC-CLASS A,88025U109,651500.0,1.29
29,SRNG,SOARING EAGLE ACQU - CL A,G8354H126,9213886.0,1.18
30,RPTX,REPARE THERAPEUTICS INC,760273102,2781371.0,1.17
31,SMFR,SEMA4 HOLDINGS CORP,81663L101,10051170.0,1.14
32,MASS,908 DEVICES INC,65443P102,2704120.0,1.07
33,VERV,VERVE THERAPEUTICS INC,92539P101,1309133.0,1.07
34,BMY,BRISTOL-MYERS SQUIBB CO,110122108,1196011.0,1.05
35,EDIT,EDITAS MEDICINE INC,28106W103,1309014.0,0.98
36,PSNL,PERSONALIS INC,71535D106,4509396.0,0.97
37,QSI,QUANTUM-SI INC,74765K105,9086928.0,0.96
38,BFLY,BUTTERFLY NETWORK INC,124155102,7429008.0,0.96
39,VCYT,VERACYTE INC,92337F107,1961441.0,0.93
40,ONEM,1LIFE HEALTHCARE INC,68269G107,3050522.0,0.86
41,RXRX,RECURSION PHARMACEUTICALS-A,75629V104,2679836.0,0.66
42,CLLS,CELLECTIS - ADR,15117K103,4162128.0,0.64
43,NSTG,NANOSTRING TECHNOLOGIES INC,63009R109,895188.0,0.59
44,PLTR,PALANTIR TECHNOLOGIES INC-A,69608A108,1683352.0,0.52
45,ZY,ZYMERGEN INC,98985X100,3903401.0,0.49
46,CRBU,CARIBOU BIOSCIENCES INC,142038108,1446721.0,0.47
47,CERS,CERUS CORP,157085101,5455627.0,0.4
48,,CM LIFE SCIENCES II INC,125842203,2675227.0,0.36
49,AQB,AQUABOUNTY TECHNOLOGIES,03842K200,6437092.0,0.35
50,SURF,SURFACE ONCOLOGY INC,86877M209,4395322.0,0.3
51,CGEN,COMPUGEN LTD,M25722105,3827739.0,0.28
52,DYNS,DYNAMICS SPECIAL PURPOSE C-A,268010105,2069236.0,0.26
53,,DREYFUS GOVT CASH MAN INS,X9USDDGCM,14613257.14,0.19
54,SEER,SEER INC,81578P106,377670.0,0.15
55,SRPT,SAREPTA THERAPEUTICS INC,803607100,158791.0,0.15
56,MCRB,SERES THERAPEUTICS INC,81750R102,1805808.0,0.14
57,PFE,PFIZER INC,717081103,157828.0,0.1
58,EVGN,EVOGENE LTD,M4119S104,3066263.0,0.1
59,DRNA,DICERNA PHARMACEUTICALS INC,253031108,307374.0,0.08
60,PSTG,PURE STORAGE INC - CLASS A,74624M102,258107.0,0.06
61,ONVO ,ORGANOVO HOLDINGS INC,68620A203,252492.0,0.02
62,PSTI,PLURISTEM THERAPEUTICS INC,72940R300,257954.0,0.01
